"ID","ROUTE","COUNTY","PM","LON","LAT"
4632,50,"ED",48.3,-120.09288,38.24671
4633,50,"ED",56.8,-120.04888,38.25147
4634,50,"ED",40.8,-120.13009,38.24706
4635,50,"ED",43.4,-120.11638,38.24624
4636,50,"ED",59.1,-120.04047,38.25793
4637,50,"ED",42.7,-120.11991,38.24745
4638,50,"ED",44.5,-120.11127,38.24495
4639,50,"ED",28.4,-120.18899,38.23907
4640,50,"ED",28.4,-120.18899,38.23907
4641,50,"ED",30,-120.1808,38.24158
4642,50,"ED",34.9,-120.15738,38.24324
4643,50,"ED",28.8,-120.18707,38.23989
4644,49,"NEV",2,-120.33054,38.32956
4645,174,"NEV",7,-120.30561,38.3777
4646,49,"NEV",9.3,-120.32303,38.36052
4647,20,"NEV",3,-120.3702,38.37917
4648,20,"NEV",2.5,-120.37275,38.38039
4649,49,"NEV",5.7,-120.32756,38.34527
4650,49,"NEV",5.7,-120.32756,38.34527
4651,49,"NEV",5.7,-120.32756,38.34527
4652,49,"NEV",5.7,-120.32756,38.34527
4653,49,"NEV",3.1,-120.32975,38.33416
4654,49,"NEV",5.4,-120.32768,38.34396
4655,20,"NEV",41.2,-120.20493,38.41017
4656,20,"NEV",25.7,-120.27596,38.40936
4657,20,"NEV",36,-120.22554,38.41347
4658,20,"NEV",11,-120.32873,38.38065
4659,20,"NEV",44,-120.19085,38.41285
4660,20,"NEV",5,-120.361,38.38019
4661,49,"NEV",18.8,-120.32463,38.40044
4662,20,"NEV",2.8,-120.37125,38.37962
4663,20,"NEV",29.4,-120.25821,38.41513
4664,49,"NEV",16,-120.3108,38.39839
4665,20,"NEV",2.1,-120.37495,38.38104
4666,49,"NEV",5.8,-120.32756,38.34566
4667,49,"NEV",1,-120.3318,38.32506
4668,20,"NEV",10,-120.33426,38.38003
4669,49,"NEV",10,-120.32187,38.36349
4670,49,"NEV",25.7,-120.33463,38.41739
4671,49,"NEV",19.2,-120.32626,38.40155
4672,20,"NEV",3.4,-120.36817,38.37848
4673,49,"SIE",25,-120.21266,38.48898
4674,49,"SIE",18,-120.24298,38.48745
4675,49,"SIE",14.7,-120.25755,38.48591
4676,49,"SIE",26.3,-120.2059,38.48948
4677,49,"NEV",5.4,-120.32768,38.34396
4678,49,"NEV",6.8,-120.32728,38.35007
4679,49,"NEV",3,-120.32997,38.33376
4680,174,"NEV",6,-120.30189,38.37529
4681,20,"NEV",18.5,NA,NA
4682,174,"NEV",2,-120.29205,38.36497
4683,20,"NEV",18,-120.3036,38.40055
4684,20,"NEV",4.7,-120.36293,38.38009
4685,49,"NEV",1,-120.3318,38.32506
4686,49,"NEV",17.5,-120.31838,38.39904
4687,174,"NEV",5,-120.29631,38.37517
4688,174,"NEV",2.2,-120.29208,38.36585
4689,49,"NEV",3.5,-120.32871,38.33569
4690,49,"SIE",4.3,-120.30138,38.47543
4691,49,"SIE",27,-120.20227,38.4898
4692,49,"SIE",11.5,-120.27018,38.48176
4693,49,"SIE",25.8,-120.20862,38.4888
4694,49,"SIE",23.8,-120.21768,38.49045
4695,80,"PLA",65,-120.15763,38.40953
4696,80,"NEV",9,-120.08758,38.41719
4697,49,"SIE",12.2,-120.26695,38.48188
4698,49,"SIE",20.8,-120.22981,38.48639
4699,49,"SIE",29,-120.19201,38.48862
4700,49,"SIE",25.6,-120.20941,38.48873
4701,49,"SIE",25,-120.21266,38.48898
4702,49,"YUB",8,-120.3128,38.46533
4703,49,"SIE",26.3,-120.2059,38.48948
4704,49,"SIE",52.5,-120.1113,38.51348
4705,49,"SIE",59.2,-120.08137,38.52175
4706,267,"PLA",4.3,-120.03125,38.40123
4707,89,"NEV",7,-120.0602,38.4454
4708,89,"SIE",8,-120.0864,38.47611
4709,89,"SIE",0.5,-120.06568,38.45378
4710,89,"SIE",3.1,-120.07078,38.46396
4711,89,"SIE",6.3,-120.08423,38.46991
4712,89,"PLA",19.9,-120.06266,38.40498
4713,89,"SIE",15.3,-120.11147,38.49626
4714,89,"SIE",4.2,-120.07502,38.46716
4715,89,"PLA",16.7,-120.06353,38.39097
4716,89,"NEV",3.5,-120.0549,38.4311
4717,89,"PLA",21.2,-120.06195,38.41054
4718,89,"PLA",21.2,-120.06195,38.41054
4719,89,"NEV",5.2,-120.05702,38.43815
4720,89,"NEV",1.5,-120.05196,38.42297
4721,89,"SIE",3.6,-120.07288,38.46543
4722,89,"SIE",5.5,-120.08009,38.47054
4723,89,"SIE",4.2,-120.07517,38.46722
4724,89,"SIE",6.1,-120.08315,38.47007
4725,89,"PLA",21.2,-120.06195,38.41054
4726,89,"SIE",8.4,-120.0877,38.4774
4727,89,"SIE",1.1,-120.06769,38.45586
4728,89,"SIE",13.9,-120.11079,38.49144
4729,89,"SIE",12.4,-120.10466,38.48668
4730,89,"SIE",5.4,-120.07952,38.47037
4731,89,"SIE",11.7,-120.10072,38.48584
4732,89,"SIE",13.1,-120.10734,38.48903
4733,89,"SIE",13.7,-120.10969,38.49067
4734,89,"SIE",13,-120.10695,38.48863
4735,89,"NEV",6,-120.05879,38.44123
4736,267,"PLA",5.7,-120.02525,38.39845
4737,89,"SIE",2.3,-120.06989,38.46051
4738,267,"PLA",3.3,-120.03123,38.4054
4739,89,"NEV",4,-120.05506,38.43309
4740,89,"NEV",1.8,-120.0521,38.42428
4741,89,"SIE",0.7,-120.06655,38.45432
4742,50,"ED",56,-120.05318,38.25172
4743,50,"ED",55.3,-120.05675,38.25241
4744,50,"ED",55.7,-120.05461,38.25196
4745,50,"ED",50.3,-120.08307,38.24848
4746,50,"ED",48.1,-120.09392,38.2464
4747,50,"ED",49.7,-120.08581,38.24763
4748,50,"ED",50.5,-120.08178,38.24827
4749,50,"ED",55.5,-120.05598,38.25214
4750,50,"ED",55.6,-120.05537,38.25208
4751,50,"ED",55.3,-120.05695,38.25248
4752,50,"ED",55.7,-120.05482,38.252
4753,50,"ED",43.5,-120.11591,38.246
4754,50,"ED",48.4,-120.09238,38.24691
4755,50,"ED",56.5,-120.05018,38.25187
4756,50,"ED",55.5,-120.05593,38.25214
4757,50,"ED",55.6,-120.05537,38.25208
4758,50,"ED",24.3,-120.2097,38.23702
4759,50,"ED",34,-120.1621,38.24396
4760,50,"ED",19,-120.23661,38.23527
4761,80,"NEV",9,-120.08758,38.41719
4762,80,"NEV",8.3,-120.09086,38.41653
4763,80,"PLA",62.1,NA,NA
4764,80,"PLA",61.1,NA,NA
4765,80,"NEV",1,-120.12627,38.41464
4766,80,"NEV",1,-120.12627,38.41464
4767,80,"PLA",64.5,-120.15939,38.40974
4768,80,"PLA",61.1,NA,NA
4769,80,"PLA",67.5,-120.14379,38.41195
4770,80,"NEV",2,-120.12087,38.41473
4771,80,"PLA",64,-120.16121,38.40941
4772,80,"PLA",61,NA,NA
4773,80,"NEV",8,-120.09161,38.4177
4774,80,"PLA",41.4,-120.25861,38.37027
4775,80,"PLA",55.6,-120.19957,38.40845
4776,80,"PLA",45.6,-120.24021,38.37868
4777,80,"PLA",42.7,-120.25347,38.37416
4778,80,"PLA",44.2,-120.24631,38.3761
4779,80,"PLA",43.2,-120.25089,38.37413
4780,80,"PLA",54.2,-120.20795,38.40499
4781,80,"PLA",54.2,-120.20795,38.40499
4782,80,"PLA",52.7,-120.21503,38.40156
4783,80,"PLA",57.2,-120.1926,38.41103
4784,80,"PLA",51.1,-120.21962,38.39706
4785,80,"PLA",56.2,-120.19543,38.40959
4786,80,"PLA",59,NA,NA
4787,80,"PLA",44,-120.2467,38.37527
4788,80,"PLA",50.4,-120.22135,38.39482
4789,80,"NEV",10.5,-120.07958,38.41664
4790,80,"NEV",14.5,-120.06056,38.41461
4791,80,"NEV",31.4,-120.00463,38.45071
4792,80,"NEV",22.2,-120.03044,38.43155
4793,80,"NEV",23.1,-120.02707,38.43304
4794,80,"NEV",9.1,-120.08703,38.41724
4795,80,"NEV",20.7,-120.03474,38.42795
4796,80,"NEV",0,-120.13136,38.41268
4797,80,"SIE",0.7,-120.00282,38.45506
4798,80,"NEV",13.3,-120.06741,38.41493
4799,80,"NEV",22.8,-120.02835,38.43283
4800,80,"NEV",9.3,-120.08597,38.41697
4801,80,"NEV",22.2,-120.03044,38.43155
4802,80,"NEV",9.1,-120.08703,38.41724
4803,80,"NEV",31.5,-120.00414,38.45088
4804,80,"SIE",1.4,-120.00138,38.45813
4805,80,"NEV",31.7,-120.00335,38.45145
4806,80,"NEV",24.6,-120.01906,38.42989
4807,80,"NEV",21.2,-120.03405,38.42958
4808,80,"PLA",64.9,-120.15799,38.40955
4809,80,"PLA",66.4,-120.15003,38.4114
4810,80,"PLA",65.5,-120.15579,38.41148
4811,80,"PLA",66.2,-120.1513,38.41138
4812,80,"PLA",63,-120.16742,38.4126
4813,80,"NEV",4,-120.11025,38.41668
4814,80,"PLA",69,-120.13543,38.41201
4815,80,"PLA",66,-120.15263,38.41156
4816,80,"NEV",1.1,-120.12577,38.41485
4817,80,"PLA",64.9,-120.15799,38.40955
4818,80,"PLA",66.4,-120.15003,38.4114
4819,80,"PLA",68,-120.14096,38.41201
4820,80,"NEV",6.8,-120.09651,38.42025
4821,80,"NEV",3.8,-120.11146,38.41615
4822,80,"NEV",3.1,-120.11522,38.41603
4823,80,"NEV",8.1,-120.09137,38.41731
4824,80,"PLA",62.1,NA,NA
4825,80,"NEV",5.1,-120.10559,38.41935
4826,80,"PLA",69.2,-120.13431,38.41208
4827,80,"NEV",9.1,-120.08703,38.41724
4828,80,"PLA",69.1,-120.13487,38.41197
4829,80,"NEV",0.5,-120.12881,38.41366
4830,80,"NEV",8.5,-120.08989,38.4161
4831,80,"PLA",68.5,-120.13823,38.41241
4832,80,"PLA",66.2,-120.1513,38.41138
4833,80,"NEV",5.5,-120.10352,38.42003
4834,80,"NEV",5.6,-120.10301,38.42021
4835,80,"PLA",68.5,-120.13823,38.41241
4836,80,"NEV",5.7,-120.10249,38.42038
4837,80,"PLA",62.5,NA,NA
4838,80,"PLA",3,-120.38197,38.24358
4839,80,"PLA",64.5,-120.15939,38.40974
4840,80,"PLA",69,-120.13543,38.41201
4841,80,"PLA",68,-120.14096,38.41201
4842,80,"PLA",69.2,-120.13431,38.41208
4843,80,"PLA",66,-120.15263,38.41156
4844,80,"PLA",66.2,-120.1513,38.41138
4845,80,"PLA",69.2,-120.13431,38.41208
4846,80,"PLA",61.5,NA,NA
4847,80,"PLA",64.2,-120.16042,38.40949
4848,80,"PLA",7.5,-120.3644,38.25762
4849,80,"PLA",69,-120.13543,38.41201
4850,267,"PLA",3.3,-120.03123,38.4054
4851,89,"NEV",7.8,-120.06201,38.44885
4852,89,"NEV",7.7,-120.06162,38.44826
4853,89,"NEV",3.4,-120.05477,38.43044
4854,267,"PLA",5,-120.029,38.39897
4855,89,"NEV",5,-120.05643,38.43739
4856,89,"NEV",4.2,-120.05524,38.43396
4857,89,"SIE",3,-120.07049,38.46359
4858,89,"SIE",1.1,-120.06761,38.4558
4859,89,"SIE",0.7,-120.06655,38.45432
4860,28,"PLA",10,-120.00598,38.3878
4861,49,"SIE",28.7,-120.19349,38.48828
4862,49,"SIE",17.1,-120.24744,38.48722
4863,49,"SIE",18.8,-120.23939,38.48628
4864,49,"SIE",25.8,-120.20854,38.48886
4865,49,"SIE",23.3,-120.22045,38.49054
4866,49,"SIE",17,-120.24795,38.487
4867,49,"SIE",6,-120.29239,38.47345
4868,49,"SIE",23,-120.22163,38.49038
4869,49,"SIE",25.5,-120.20995,38.4888
4870,49,"SIE",29.9,-120.18656,38.49108
4871,49,"SIE",28.2,-120.19621,38.488
4872,49,"NEV",29,-120.33594,38.42746
4873,20,"NEV",6.6,-120.35232,38.37894
4874,20,"NEV",10.5,-120.33157,38.3806
4875,49,"NEV",5.9,-120.32753,38.34615
4876,20,"NEV",23.3,-120.2846,38.40424
4877,20,"NEV",7.3,-120.34857,38.37951
4878,20,"NEV",24.6,-120.27968,38.40676
4879,20,"NEV",26.6,-120.27333,38.41186
4880,49,"NEV",2.2,-120.33044,38.33026
4881,49,"NEV",7.8,-120.32542,38.35424
4882,49,"NEV",7.2,-120.32641,38.35168
4883,49,"NEV",9.2,-120.32312,38.36008
4884,49,"NEV",9.4,-120.32287,38.36095
4885,49,"NEV",2.4,-120.33034,38.33114
4886,49,"NEV",24,-120.33464,38.41122
4887,20,"NEV",32,-120.24406,38.41302
4888,20,"NEV",33,-120.23874,38.41405
4889,20,"NEV",3,-120.3702,38.37917
4890,20,"NEV",6,-120.35566,38.37903
4892,20,"NEV",22.5,-120.28926,38.40386
4893,49,"NEV",5.5,-120.32756,38.34439
4894,49,"NEV",0.1,-120.33319,38.3213
4895,49,"NEV",0.7,-120.33198,38.32374
4896,49,"NEV",1.8,-120.33072,38.3285
4897,49,"NEV",2.1,-120.33051,38.32982
4898,49,"SIE",54.1,-120.10625,38.51888
4899,49,"SIE",54.1,-120.10625,38.51888
4900,49,"SIE",53.7,-120.10713,38.5176
4901,49,"SIE",57.1,-120.09242,38.52323
4902,49,"SIE",53.6,-120.10753,38.51702
4903,49,"SIE",59.6,-120.07882,38.52166
4904,89,"SIE",8.8,-120.08965,38.47788
4905,89,"SIE",13.9,-120.11079,38.49144
4906,89,"SIE",8.2,-120.08711,38.47678
4907,89,"SIE",8.8,-120.08992,38.47795
4908,89,"SIE",6.2,-120.08374,38.46993
4909,89,"SIE",10.2,-120.09464,38.48185
4914,89,"SIE",11.7,-120.10098,38.48594
4917,89,"SIE",9.9,-120.09436,38.48037
4918,49,"SIE",58.5,-120.08467,38.52314
4919,89,"SIE",13.9,-120.11097,38.49162
4920,89,"SIE",27.1,-120.14973,38.5241
4921,89,"SIE",13.3,-120.10843,38.48958
4922,89,"SIE",10,-120.09457,38.48086
4923,89,"SIE",22.8,-120.12984,38.51764
4924,89,"SIE",0.8,-120.06681,38.4546
4925,89,"SIE",1,-120.06728,38.45545
4926,89,"SIE",2.6,-120.07002,38.46181
4927,89,"SIE",3.6,-120.07305,38.46554
4928,89,"SIE",13.5,-120.10902,38.49021
4929,89,"SIE",9,-120.091,38.47813
4930,89,"SIE",13.1,-120.10721,38.48893
4931,89,"SIE",12.7,-120.10593,38.48725
4932,89,"SIE",13.6,-120.10951,38.49055
4933,89,"SIE",4.2,-120.07517,38.46722
4934,89,"NEV",7.5,-120.0611,38.44747
4935,89,"NEV",5.2,-120.0569,38.43805
4936,89,"NEV",6,-120.05879,38.44123
4937,89,"SIE",2,-120.0696,38.45931
4938,50,"ED",63,-120.02618,38.25931
4939,89,"ED",6,-120.00499,38.25989
4940,50,"ED",61,-120.0354,38.25633
4941,50,"ED",63.8,-120.0225,38.26135
4942,50,"ED",61.3,-120.03381,38.25605
4943,89,"SIE",5,-120.07832,38.46901
4944,89,"NEV",4,-120.05506,38.43309
4945,89,"SIE",1.4,-120.06835,38.45698
4946,89,"NEV",5.5,-120.0576,38.43935
4947,89,"NEV",4,-120.05506,38.43309
4948,89,"SIE",2.3,-120.0699,38.4606
4949,89,"NEV",2.5,-120.05336,38.42705
4950,89,"NEV",3.8,-120.05495,38.43207
4951,89,"SIE",0.5,-120.06568,38.45378
4952,89,"SIE",7.2,-120.08458,38.47308
4953,89,"SIE",0.2,-120.06473,38.45271
4954,80,"PLA",45,-120.24348,38.37853
4955,80,"PLA",43.4,-120.24962,38.37404
4956,80,"PLA",35.3,-120.28321,38.35526
4957,80,"PLA",43.2,-120.25074,38.37408
4958,80,"PLA",40.8,-120.26158,38.36912
4959,80,"PLA",58.4,-120.18699,38.41244
4960,80,"PLA",45.8,-120.23935,38.37924
4961,80,"PLA",59.9,NA,NA
4962,80,"PLA",59.5,NA,NA
4963,80,"PLA",56.4,-120.19492,38.40987
4964,80,"PLA",44.8,-120.24458,38.37835
4965,80,"PLA",43.5,-120.24906,38.3741
4966,80,"PLA",49,-120.22684,38.38898
4967,80,"PLA",59.3,NA,NA
4968,80,"NEV",22,-120.0311,38.43109
4969,80,"NEV",22,-120.0311,38.43109
4970,80,"NEV",22,-120.0311,38.43109
4971,80,"NEV",31,-120.00644,38.44982
4972,80,"NEV",24,-120.02234,38.43202
4973,80,"NEV",20.5,-120.03515,38.42734
4974,80,"NEV",21.1,-120.03418,38.42945
4975,80,"NEV",22,-120.0311,38.43109
4976,80,"NEV",23,-120.02751,38.43301
4979,80,"NEV",20,-120.03723,38.42691
4980,80,"NEV",25.9,-120.01009,38.42985
4981,80,"SIE",1,-120.00239,38.45642
4982,80,"NEV",20.3,-120.03592,38.42703
4983,80,"NEV",22.3,-120.0301,38.43177
4984,80,"NEV",22.2,-120.03044,38.43155
4985,80,"NEV",23.8,-120.02351,38.43271
4986,80,"NEV",22.4,-120.02975,38.43198
4987,80,"NEV",16.3,-120.05234,38.41876
4988,80,"NEV",9.4,-120.08545,38.4168
4989,80,"NEV",21,-120.03438,38.42895
4990,80,"NEV",16.4,-120.0518,38.41887
4991,80,"NEV",21.6,-120.03252,38.43028
4992,80,"NEV",22,-120.0311,38.43109
4993,80,"NEV",22,-120.0311,38.43109
4994,80,"NEV",22,-120.0311,38.43109
4995,80,"NEV",11,-120.07696,38.41728
4996,80,"NEV",13,NA,NA
4997,80,"NEV",13,NA,NA
4998,80,"NEV",37,NA,NA
4999,80,"NEV",22.3,-120.0301,38.43177
5000,80,"NEV",22.3,-120.0301,38.43177
5001,80,"NEV",24,-120.02234,38.43202
5002,80,"NEV",9.1,-120.08703,38.41724
5003,80,"NEV",27,-120.0075,38.43479
5004,80,"NEV",63.5,NA,NA
5005,80,"PLA",62.5,NA,NA
5006,80,"NEV",9,-120.08758,38.41719
5007,80,"NEV",5.8,-120.10197,38.42055
5008,80,"NEV",8.8,-120.08845,38.41666
5009,80,"PLA",69.2,-120.13405,38.41213
5010,80,"NEV",9.1,-120.08703,38.41724
5011,80,"PLA",64,-120.16121,38.40941
5012,80,"PLA",63.4,-120.16476,38.41136
5013,80,"NEV",59,-120.184,38.41352
5014,80,"NEV",60.1,-120.17828,38.41643
5015,80,"NEV",40.2,NA,NA
5016,80,"PLA",64,-120.16121,38.40941
5017,80,"NEV",6.2,-120.09976,38.42074
5018,80,"PLA",63.5,-120.16397,38.41091
5019,80,"NEV",60.1,-120.17828,38.41643
5020,80,"NEV",7.5,-120.09299,38.41958
5021,80,"PLA",67,-120.14658,38.41152
5022,80,"NEV",6.5,-120.09808,38.42068
5023,80,"NEV",6.7,-120.09703,38.42042
5024,80,"PLA",67.5,-120.14379,38.41195
5025,50,"ED",74.1,-119.99968,38.28545
5026,50,"ED",74.1,-119.99958,38.28569
5027,50,"ED",74.1,-119.99958,38.28569
5028,50,"ED",28.2,-120.19002,38.23877
5029,50,"ED",28.5,-120.18856,38.23936
5030,50,"ED",25.5,-120.2033,38.23554
5031,50,"ED",21.4,-120.2249,38.2362
5032,50,"ED",35.1,-120.15633,38.24323
5033,50,"ED",23.6,-120.21329,38.23652
5034,50,"ED",21.4,-120.22499,38.23615
5035,50,"ED",21.4,-120.22499,38.23615
5036,50,"ED",16.5,-120.24967,38.23366
5037,50,"ED",25,-120.20608,38.23583
5038,50,"ED",24.7,-120.20764,38.23633
5039,50,"ED",30.6,-120.17784,38.2428
5040,50,"ED",29.8,-120.18186,38.2413
5041,50,"ED",32.6,-120.16842,38.2448
5042,50,"ED",21.6,-120.22408,38.23666
5043,50,"ED",54,-120.06381,38.25098
5044,50,"ED",63,-120.02618,38.25931
5045,50,"ED",63,-120.02618,38.25931
5046,50,"ED",45.7,-120.10564,38.24442
5047,50,"ED",52.9,-120.06941,38.25015
5048,193,"ED",11.3,-120.25856,38.28626
5049,193,"ED",16.5,-120.25004,38.27148
5050,50,"ED",27,-120.19655,38.23841
5051,49,"ED",26.1,-120.28281,38.26275
5052,49,"ED",33.1,-120.30827,38.27662
5053,50,"ED",56.4,-120.051,38.25198
5054,50,"ED",25.4,-120.20386,38.23559
5055,50,"ED",59,-120.04099,38.25779
5056,50,"ED",48.1,-120.09392,38.2464
5057,193,"ED",10.8,-120.26014,38.28456
5058,49,"ED",30.9,-120.30708,38.26787
5059,50,"ED",57.7,-120.04526,38.2535
5060,50,"ED",50.3,-120.08296,38.24846
5061,50,"ED",59,-120.04099,38.25779
5062,50,"ED",46.5,-120.1016,38.24457
5063,50,"ED",55.5,-120.05603,38.25216
5064,50,"ED",58,-120.04393,38.25428
5065,50,"ED",48,-120.09445,38.24625
5066,50,"ED",52.8,-120.06997,38.25018
5067,50,"ED",46.5,-120.10176,38.24458
5068,50,"ED",54.1,-120.06327,38.25111
5069,50,"ED",56.5,-120.05045,38.25194
5070,50,"ED",43.4,-120.11638,38.24624
5071,50,"ED",44.1,-120.113,38.24544
5072,50,"ED",48,-120.09445,38.24625
5073,50,"ED",48.9,-120.08979,38.2476
5074,50,"ED",46.8,-120.10015,38.24424
5075,50,"ED",47.6,-120.09619,38.24529
5076,50,"ED",49.5,-120.08682,38.24726
5077,50,"ED",52.7,-120.07052,38.25028
5078,80,"NEV",9.1,-120.08703,38.41724
5079,80,"NEV",27,-120.0075,38.43479
5080,80,"NEV",27.5,-120.00698,38.43715
5081,80,"NEV",10,-120.08226,38.41605
5082,80,"NEV",20.5,-120.03515,38.42734
5083,80,"NEV",27.5,-120.00698,38.43715
5084,80,"NEV",23.6,-120.02479,38.43321
5085,80,"NEV",29.5,-120.01056,38.44489
5086,80,"NEV",29.5,-120.01056,38.44489
5087,80,"NEV",29.5,-120.01056,38.44489
5088,80,"NEV",29.5,-120.01056,38.44489
5089,80,"NEV",21,-120.03438,38.42895
5090,80,"NEV",22.2,-120.03044,38.43155
5091,80,"NEV",16.8,-120.04982,38.41967
5092,80,"NEV",16.8,-120.04982,38.41967
5093,80,"NEV",23.2,-120.02663,38.43308
5094,80,"NEV",15.1,-120.05752,38.4157
5095,80,"NEV",24.2,-120.02151,38.4311
5096,80,"NEV",23.1,-120.02707,38.43304
5097,80,"NEV",29.6,-120.01076,38.44527
5098,80,"NEV",22.2,-120.03048,38.43153
5099,80,"NEV",23,-120.02751,38.43301
5100,80,"NEV",1,-120.12627,38.41464
5101,80,"NEV",20,-120.03723,38.42691
5102,80,"NEV",19.3,-120.04015,38.42611
5103,80,"NEV",19.3,-120.04015,38.42611
5104,80,"NEV",19.5,-120.03932,38.42634
5105,80,"NEV",19.5,-120.03932,38.42634
5106,80,"NEV",17,-120.04903,38.42031
5107,80,"NEV",17,-120.04903,38.42031
5108,80,"NEV",27,-120.0075,38.43479
5109,80,"NEV",22.2,-120.03044,38.43155
5110,80,"NEV",9.5,-120.08494,38.41662
5111,80,"NEV",20.5,-120.03515,38.42734
5112,80,"NEV",10,-120.08226,38.41605
5113,80,"NEV",10,-120.08226,38.41605
5114,80,"NEV",24.4,-120.02033,38.43045
5115,80,"NEV",22,-120.0311,38.43109
5116,80,"NEV",18.2,-120.04432,38.42414
5117,80,"NEV",14.3,-120.0617,38.4146
5118,80,"NEV",14.2,-120.06227,38.41461
5119,80,"NEV",18.5,-120.04322,38.42499
5120,80,"NEV",30,-120.01019,38.44689
5121,80,"NEV",22,-120.0311,38.43109
5122,80,"NEV",21.9,-120.03143,38.43085
5123,80,"NEV",22.3,-120.0301,38.43177
5124,80,"NEV",25,-120.01618,38.42952
5125,80,"NEV",25,-120.01618,38.42952
5126,80,"NEV",23,-120.02751,38.43301
5127,80,"NEV",17.5,-120.04707,38.4219
5128,80,"NEV",14.7,-120.05931,38.41491
5129,80,"NEV",23.2,-120.02663,38.43308
5130,80,"NEV",28,-120.00736,38.43911
5131,80,"NEV",9.1,-120.08731,38.41723
5132,80,"NEV",22.5,-120.0294,38.43219
5133,80,"NEV",9.3,-120.08597,38.41697
5134,80,"NEV",22.4,-120.02975,38.43198
5135,80,"NEV",19.2,-120.04057,38.42599
5136,80,"NEV",9.7,-120.0839,38.41628
5137,80,"NEV",10.2,-120.0812,38.41632
5138,80,"NEV",1,-120.12627,38.41464
5140,80,"NEV",23.5,-120.02532,38.4332
5141,80,"NEV",22.2,-120.03044,38.43155
5142,80,"NEV",17.3,-120.04785,38.42126
5143,80,"NEV",25,-120.01618,38.42952
5144,80,"NEV",29.5,-120.01056,38.44489
5145,80,"SIE",1,-120.00239,38.45642
5146,80,"NEV",22.7,-120.0287,38.43262
5147,80,"NEV",22.6,-120.02905,38.43241
5148,80,"NEV",10,-120.08226,38.41605
5149,80,"NEV",23.3,-120.02619,38.43313
5150,80,"SIE",0.9,-120.00262,38.45598
5151,80,"NEV",22.1,-120.03068,38.43139
5152,80,"NEV",22.1,-120.03068,38.43139
5153,80,"NEV",22.6,-120.02916,38.43234
5154,80,"NEV",22.6,-120.02916,38.43234
5155,80,"NEV",27.2,-120.00778,38.43574
5156,80,"NEV",27.2,-120.00778,38.43574
5157,80,"NEV",22.1,-120.03068,38.43139
5158,80,"NEV",22.1,-120.03068,38.43139
5159,80,"NEV",19,-120.04141,38.42576
5160,80,"NEV",14.9,-120.0584,38.41517
5161,80,"NEV",23.5,-120.02532,38.4332
5162,80,"NEV",24,-120.02234,38.43202
5163,80,"NEV",31.5,-120.00414,38.45088
5164,80,"NEV",23.5,-120.02532,38.4332
5165,80,"NEV",22.3,-120.0301,38.43177
5166,80,"NEV",23.6,-120.02486,38.43322
5167,80,"NEV",18.4,-120.04348,38.42481
5168,80,"NEV",21.4,-120.03312,38.43005
5169,80,"NEV",22.3,-120.0301,38.43177
5170,80,"SIE",0.5,-120.0028,38.45411
5171,80,"NEV",30.5,-120.00849,38.44845
5172,80,"SIE",0.5,-120.0028,38.45411
5173,80,"NEV",21,-120.03438,38.42895
5174,80,"NEV",24,-120.02234,38.43202
5175,80,"NEV",22.3,-120.0301,38.43177
5176,80,"NEV",9.5,-120.08494,38.41662
5177,80,"NEV",22,-120.0311,38.43109
5178,80,"NEV",22,-120.0311,38.43109
5179,80,"NEV",22,-120.0311,38.43109
5180,80,"NEV",19.5,-120.03932,38.42634
5181,80,"NEV",18.9,-120.04182,38.42564
5182,80,"NEV",19.5,-120.03932,38.42634
5183,80,"NEV",20.8,-120.03462,38.42828
5184,80,"NEV",23,-120.02751,38.43301
5185,80,"NEV",16.5,-120.05125,38.419
5186,80,"NEV",22,-120.0311,38.43109
5187,80,"NEV",10.8,-120.07807,38.41723
5188,80,"NEV",23.1,-120.02707,38.43304
5189,80,"NEV",27,-120.0075,38.43479
5190,80,"NEV",28,-120.00736,38.43911
5191,80,"NEV",21.9,-120.03143,38.43085
5192,80,"NEV",20.4,-120.0355,38.42714
5193,80,"NEV",17.7,-120.04629,38.42255
5194,80,"NEV",25,-120.01618,38.42952
5195,80,"NEV",31.9,NA,NA
5196,80,"NEV",31.9,NA,NA
5197,80,"NEV",15,-120.05794,38.41542
5198,80,"NEV",9,-120.08758,38.41719
5199,80,"NEV",23.5,-120.02532,38.4332
5200,80,"NEV",32.2,NA,NA
5201,80,"NEV",22,-120.0311,38.43109
5202,80,"NEV",22,-120.0311,38.43109
5203,80,"NEV",22.2,-120.03058,38.43146
5204,80,"NEV",12.5,-120.06921,38.4152
5205,80,"NEV",13,NA,NA
5206,80,"NEV",16.9,-120.04943,38.41999
5207,80,"NEV",24,-120.02234,38.43202
5208,80,"NEV",12.5,-120.06921,38.4152
5209,80,"NEV",13.1,-120.06843,38.41506
5210,80,"NEV",13.2,-120.06797,38.415
5211,80,"NEV",25,-120.01618,38.42952
5212,80,"NEV",19.5,-120.03932,38.42634
5213,80,"NEV",20,-120.03723,38.42691
5214,80,"NEV",24.5,-120.0197,38.43016
5215,80,"NEV",22,-120.0311,38.43109
5216,80,"NEV",9.5,-120.08494,38.41662
5217,80,"NEV",29.5,-120.01056,38.44489
5218,80,"NEV",22,-120.0311,38.43109
5219,80,"NEV",24.5,-120.0197,38.43016
5220,80,"NEV",17,-120.04903,38.42031
5221,80,"NEV",14.9,-120.0584,38.41517
