"ID","ROUTE","COUNTY","PM","LON","LAT"
18479,108,"MNO",14,-119.83855,38.12046
18480,395,"MNO",69,-119.75371,38.06174
18481,395,"MNO",117.5,-119.85817,38.20944
18482,395,"MNO",109.5,-119.84722,38.17599
18483,395,"MNO",109,-119.84577,38.17412
18484,395,"MNO",111,-119.84985,38.18214
18485,395,"MNO",10.4,-119.59572,37.87965
18486,395,"INY",125,-119.55373,37.83228
18487,395,"MNO",18.2,-119.63393,37.89176
18488,395,"MNO",118.5,-119.86063,38.21325
18489,395,"MNO",119.5,-119.86331,38.21683
18490,395,"MNO",6,-119.57873,37.86883
18491,395,"MNO",114.8,-119.85429,38.19824
18492,395,"MNO",92.4,-119.82834,38.11684
18493,395,"MNO",90,-119.81672,38.1187
18494,395,"MNO",88.1,-119.80627,38.11794
18495,395,"MNO",95.3,-119.83135,38.12432
18496,395,"MNO",95.3,-119.83135,38.12432
18497,395,"MNO",90,-119.81672,38.1187
18498,395,"MNO",86,-119.79485,38.11691
18499,395,"MNO",93.5,-119.83372,38.11701
18500,395,"MNO",103.8,-119.83629,38.15944
18501,395,"MNO",93.5,-119.83372,38.11701
18502,395,"MNO",92,-119.82668,38.118
18503,395,"MNO",100.1,-119.8339,38.14436
18504,395,"MNO",92,-119.82668,38.118
18505,395,"MNO",97.5,-119.83394,38.13336
18506,395,"MNO",88,-119.80571,38.11791
18507,395,"MNO",88.5,-119.80848,38.11803
18508,395,"MNO",92,-119.82668,38.118
18509,395,"MNO",92,-119.82668,38.118
18510,395,"MNO",109.5,-119.84722,38.17599
18511,395,"MNO",90,-119.81672,38.1187
18512,395,"MNO",111.5,-119.85058,38.18427
18513,395,"MNO",102,-119.83602,38.15221
18514,395,"MNO",90,-119.81672,38.1187
18515,395,"MNO",91,-119.82215,38.1196
18516,395,"MNO",119,-119.86209,38.21502
18517,395,"MNO",93.5,-119.83372,38.11701
18518,395,"MNO",93.5,-119.83372,38.11701
18519,395,"MNO",95.5,-119.8317,38.12516
18520,395,"MNO",95.5,-119.8317,38.12516
18521,395,"MNO",92,-119.82668,38.118
18522,395,"MNO",90,-119.81672,38.1187
18523,395,"MNO",111,-119.84985,38.18214
18524,395,"MNO",117.5,-119.85817,38.20944
18525,395,"MNO",110.3,-119.8488,38.17927
18526,395,"MNO",110.2,-119.84866,38.17884
18527,395,"MNO",119,-119.86209,38.21502
18528,395,"MNO",19.3,NA,NA
18529,395,"MNO",19.5,-119.63581,37.89452
18537,6,"MNO",1.2,-119.49599,37.85526
18538,6,"MNO",22,-119.52965,37.94228
18539,6,"MNO",22,-119.52965,37.94228
18540,6,"MNO",22,-119.52965,37.94228
18541,6,"MNO",22,-119.52965,37.94228
18542,6,"MNO",22,-119.52965,37.94228
18543,6,"MNO",22.2,-119.52994,37.94313
18544,6,"MNO",22.2,-119.52994,37.94313
18545,6,"MNO",22.3,-119.53006,37.94356
18546,6,"MNO",22.5,-119.5303,37.94442
18547,6,"MNO",22.5,-119.5303,37.94442
18548,6,"MNO",22.5,-119.5303,37.94442
18549,6,"MNO",22.5,-119.5303,37.94442
18550,6,"MNO",22.5,-119.5303,37.94442
18551,6,"MNO",22.5,-119.5303,37.94442
18679,182,"MNO",2.3,-119.67954,37.90435
18680,182,"MNO",6,-119.67954,37.90435
18681,395,"MNO",82,-119.67799,37.90384
18682,395,"MNO",59,-119.67446,37.90255
18683,395,"MNO",59.5,-119.6739,37.90254
18684,395,"MNO",61.4,-119.67109,37.90263
18685,395,"MNO",62,-119.67054,37.9027
18686,395,"MNO",62,-119.66944,37.90288
18687,395,"MNO",64.3,-119.57146,37.86641
18688,395,"MNO",64.5,-119.57537,37.86743
18689,395,"MNO",69,-119.57873,37.86883
18690,395,"MNO",69,-119.58354,37.8736
18691,395,"MNO",69,-119.58538,37.87676
18692,395,"MNO",69,-119.59572,37.87965
18693,395,"MNO",69,-119.60359,37.8824
18694,395,"MNO",69,-119.60884,37.88342
18695,395,"MNO",69.2,-119.61706,37.88326
18696,395,"MNO",69.2,-119.63393,37.89176
18697,395,"MNO",69.5,-119.63474,37.89292
18698,395,"MNO",72.5,-119.63526,37.8937
18699,395,"MNO",74.7,-119.63744,37.89565
18700,395,"MNO",80,-119.63796,37.8958
18701,395,"MNO",80,-119.6608,37.90166
18702,395,"MNO",81,-119.6619,37.90179
18703,395,"MNO",81,-119.66301,37.90192
18704,395,"MNO",81,-119.66356,37.90199
18705,395,"MNO",81,-119.66631,37.90239
18706,395,"MNO",81,-119.66686,37.90247
18707,395,"MNO",81,-119.6674,37.90258
18708,395,"MNO",81,-119.67954,37.90435
18709,395,"MNO",81,-119.65918,37.90133
18710,395,"MNO",81,-119.58354,37.8736
18711,395,"MNO",81,-119.58354,37.8736
18712,395,"MNO",81,-119.59355,37.87921
18713,395,"MNO",81,-119.60359,37.8824
18714,395,"MNO",82,-119.60359,37.8824
18715,395,"MNO",82,-119.60884,37.88342
18716,395,"MNO",82,-119.66301,37.90192
18717,395,"MNO",82,-119.66356,37.90199
18718,395,"MNO",82,-119.81125,38.11815
18719,395,"MNO",82,-119.81125,38.11815
18720,395,"MNO",82.5,-119.81672,38.1187
18721,395,"MNO",83,-119.81672,38.1187
18722,395,"MNO",83,-119.81672,38.1187
18723,395,"MNO",83,-119.81672,38.1187
18724,395,"MNO",85.3,-119.81672,38.1187
18725,395,"MNO",85.5,-119.81672,38.1187
18726,395,"MNO",86,-119.81672,38.1187
18727,395,"MNO",86,-119.81943,38.11919
18728,395,"MNO",88,-119.81943,38.11919
18729,158,"MNO",0.5,-119.82215,38.1196
18730,158,"MNO",1.5,-119.82379,38.11982
18731,158,"MNO",1.5,-119.82483,38.11961
18732,158,"MNO",3.5,-119.82668,38.118
18733,158,"MNO",6.2,-119.82668,38.118
18734,158,"MNO",8,-119.82668,38.118
18735,158,"MNO",8.2,-119.82668,38.118
18736,158,"MNO",8.3,-119.82668,38.118
18737,158,"MNO",9.2,-119.82668,38.118
18738,158,"MNO",9.2,-119.82834,38.11684
18739,158,"MNO",9.2,-119.83144,38.11607
18740,158,"MNO",9.5,-119.83144,38.11607
18741,158,"MNO",9.5,-119.83144,38.11607
18742,158,"MNO",10,-119.83372,38.11701
18743,158,"MNO",10.2,-119.83372,38.11701
18744,158,"MNO",10.3,-119.83372,38.11701
18745,158,"MNO",11.3,-119.83372,38.11701
18746,158,"MNO",11.4,-119.83261,38.11894
18747,158,"MNO",11.5,-119.83105,38.12302
18748,158,"MNO",13,-119.83105,38.12302
18749,158,"MNO",13.2,-119.83135,38.12432
18750,158,"MNO",13.9,-119.83135,38.12432
18751,395,"MNO",26.5,-119.8317,38.12516
18752,395,"MNO",27.5,-119.8317,38.12516
18753,395,"MNO",27.7,-119.83394,38.13336
18754,395,"MNO",32.2,-119.83314,38.13723
18755,395,"MNO",33.7,-119.83323,38.13767
18756,395,"MNO",34.8,-119.83228,38.14013
18757,395,"MNO",35.3,-119.8339,38.14436
18758,395,"MNO",36,-119.83602,38.15221
18759,395,"MNO",36,-119.83638,38.15256
18760,395,"MNO",36,-119.83665,38.1563
18761,395,"MNO",36.2,-119.83654,38.15843
18762,395,"MNO",36.2,-119.83629,38.15944
18763,395,"MNO",37.5,-119.83538,38.15989
18764,395,"MNO",37.5,-119.83538,38.15989
18765,395,"MNO",37.8,-119.83855,38.12046
18766,395,"MNO",37.8,-119.79748,38.11756
18767,395,"MNO",38,-119.80571,38.11791
18768,395,"MNO",38,-119.80627,38.11794
18769,395,"MNO",39.5,-119.80848,38.11803
18770,395,"MNO",39.5,-119.83505,38.16206
18771,395,"MNO",40.3,-119.83895,38.16801
18772,395,"INY",38,-119.84577,38.17412
18773,395,"INY",24,-119.84577,38.17412
18774,395,"INY",24,-119.84692,38.17562
18775,120,"MNO",0.5,-119.84722,38.17599
18776,120,"MNO",8.3,-119.84722,38.17599
18777,120,"MNO",9,-119.84866,38.17884
18778,120,"MNO",9.1,-119.8488,38.17927
18779,120,"MNO",9.5,-119.84985,38.18214
18780,120,"MNO",10,-119.84985,38.18214
18781,120,"MNO",51,-119.85058,38.18427
18782,395,"MNO",41.4,-119.85058,38.18427
18783,395,"MNO",41.4,-119.85113,38.18551
18784,395,"MNO",41.4,-119.85275,38.19055
18785,395,"MNO",41.4,-119.85429,38.19824
18786,395,"MNO",41.5,-119.85817,38.20944
18787,395,"MNO",42,-119.85817,38.20944
18788,395,"MNO",44.6,-119.86063,38.21325
18789,395,"MNO",45.5,-119.86209,38.21502
18790,395,"MNO",46.6,-119.86209,38.21502
18791,395,"MNO",51.6,-119.86331,38.21683
18792,395,"MNO",52,-119.86331,38.21683
18793,395,"MNO",52,-119.84956,38.12091
18794,395,"MNO",52,-119.84655,38.1226
18795,395,"MNO",52,-119.84234,38.12312
18796,395,"MNO",53,-119.8418,38.12307
18797,395,"MNO",53.7,-119.80295,38.1179
18798,395,"MNO",53.7,-119.80571,38.11791
18799,395,"MNO",55,-119.80848,38.11803
18800,395,"MNO",55.5,-119.8118,38.11816
18801,395,"MNO",55.6,-119.81672,38.1187
18802,395,"MNO",57,-119.81672,38.1187
18803,395,"MNO",57.3,-119.81672,38.1187
18804,395,"MNO",57.5,-119.82215,38.1196
18805,395,"MNO",57.5,-119.82215,38.1196
18806,203,"MNO",6.5,-119.82552,38.11893
18807,203,"MNO",6.5,-119.82668,38.118
18808,203,"MNO",6.8,-119.82668,38.118
18809,203,"MNO",7.5,-119.82668,38.118
18810,203,"MNO",7.6,-119.82668,38.118
18811,203,"MNO",8.1,-119.82668,38.118
18812,203,"MNO",8.2,-119.82668,38.118
18813,203,"MNO",8.4,-119.82668,38.118
18814,395,"MNO",4.5,-119.82877,38.11656
18815,395,"MNO",5.5,-119.83144,38.11607
18816,395,"MNO",6,-119.83144,38.11607
18817,395,"MNO",7.6,-119.83144,38.11607
18818,395,"MNO",8.4,-119.83144,38.11607
18819,395,"MNO",10.4,-119.83144,38.11607
18820,395,"MNO",12,-119.83144,38.11607
18821,395,"MNO",13,-119.83372,38.11701
18822,395,"MNO",14.5,-119.83372,38.11701
18823,395,"MNO",18.2,-119.83372,38.11701
18824,395,"MNO",18.5,-119.83372,38.11701
18825,395,"MNO",18.7,-119.83261,38.11894
18826,395,"MNO",19.9,-119.83261,38.11894
18827,395,"MNO",20,-119.83261,38.11894
18828,395,"MNO",24.3,-119.83261,38.11894
18829,395,"MNO",24.5,-119.83261,38.11894
18830,395,"MNO",24.7,-119.83261,38.11894
18831,395,"MNO",24.8,-119.83261,38.11894
18832,395,"MNO",25.3,-119.83261,38.11894
18833,395,"MNO",25.4,-119.83261,38.11894
18834,395,"MNO",25.5,-119.83231,38.11932
18835,203,"MNO",6.5,-119.83231,38.11932
18836,395,"MNO",24,-119.83171,38.12007
18837,395,"MNO",7.6,-119.83171,38.12007
18838,395,"MNO",7.6,-119.83171,38.12007
18839,395,"MNO",10,-119.83112,38.12084
18840,395,"MNO",12,-119.83105,38.12302
18841,395,"MNO",12,-119.83105,38.12302
18842,395,"MNO",13,-119.83105,38.12302
18843,395,"MNO",24.7,-119.83105,38.12302
18844,395,"MNO",24.8,-119.83105,38.12302
18845,395,"MNO",89,-119.83105,38.12302
18846,395,"MNO",89,-119.83105,38.12302
18847,395,"MNO",90,-119.83105,38.12302
18848,395,"MNO",90,-119.83105,38.12302
18849,395,"MNO",90,-119.83105,38.12302
18850,395,"MNO",90,-119.83118,38.1239
18851,395,"MNO",90,-119.8317,38.12516
18852,395,"MNO",90,-119.8317,38.12516
18853,395,"MNO",90,-119.8317,38.12516
18854,395,"MNO",90.5,-119.8317,38.12516
18855,395,"MNO",90.5,-119.8317,38.12516
18856,395,"MNO",91,-119.8317,38.12516
18857,395,"MNO",91.3,-119.8317,38.12516
18858,395,"MNO",91.5,-119.83253,38.12629
18859,395,"MNO",92,-119.83283,38.12715
18860,395,"MNO",92,-119.83283,38.12715
18861,395,"MNO",92,-119.83283,38.12715
18862,395,"MNO",92,-119.83283,38.12715
18863,395,"MNO",92,-119.83283,38.12715
18864,395,"MNO",92,-119.83283,38.12715
18865,395,"MNO",92.4,-119.83283,38.12715
18866,395,"MNO",93,-119.83283,38.12715
18867,395,"MNO",93,-119.83389,38.12916
18868,395,"MNO",93,-119.83402,38.13118
18869,395,"MNO",93.5,-119.83696,38.15414
18870,395,"MNO",93.5,-119.83665,38.1563
18871,395,"MNO",93.5,-119.83678,38.15925
18872,395,"MNO",93.5,-119.83538,38.15989
18873,395,"MNO",94,-119.83538,38.15989
18874,395,"MNO",95,-119.83538,38.15989
18875,395,"MNO",95,-119.83453,38.16412
18876,395,"MNO",95.3,-119.83453,38.16412
18877,395,"MNO",95.3,-119.83453,38.16412
18878,395,"MNO",95.5,-119.83453,38.16412
18879,395,"MNO",95.5,-119.83453,38.16412
18880,395,"MNO",97.5,-119.83356,38.1681
18881,395,"MNO",98.4,-119.83356,38.1681
18882,395,"MNO",98.5,-119.83356,38.1681
18883,395,"MNO",99.1,-119.83356,38.1681
18884,395,"MNO",100.1,-119.83356,38.1681
18885,395,"MNO",102,-119.83356,38.1681
18886,395,"MNO",102.1,-119.83356,38.1681
18887,395,"MNO",103,-119.84461,38.17216
18888,395,"MNO",103.5,-119.84461,38.17216
18889,395,"MNO",103.8,-119.84461,38.17216
18890,395,"MNO",104,-119.84461,38.17216
18891,395,"MNO",104,-119.84461,38.17216
18892,108,"MNO",14,-119.84461,38.17216
18893,395,"MNO",86.5,-119.84461,38.17216
18894,395,"MNO",88,-119.84461,38.17216
18895,395,"MNO",88.1,-119.84577,38.17412
18896,395,"MNO",88.5,-119.84577,38.17412
18897,395,"MNO",104.5,-119.84577,38.17412
18898,395,"MNO",107,-119.84577,38.17412
18899,395,"MNO",109,-119.84801,38.17714
18900,395,"MNO",109,-119.84801,38.17714
18901,395,"MNO",109.4,-119.84832,38.17799
18902,395,"MNO",109.5,-119.84832,38.17799
18903,395,"MNO",109.5,-119.84832,38.17799
18904,395,"MNO",110.2,-119.84832,38.17799
18905,395,"MNO",110.3,-119.84832,38.17799
18906,395,"MNO",111,-119.84832,38.17799
18907,395,"MNO",111,-119.84985,38.18214
18908,395,"MNO",111.5,-119.84985,38.18214
18909,395,"MNO",111.5,-119.84985,38.18214
18910,395,"MNO",111.8,-119.84985,38.18214
18911,395,"MNO",113,-119.84985,38.18214
18912,395,"MNO",114.8,-119.84985,38.18214
18913,395,"MNO",117.5,-119.84985,38.18214
18914,395,"MNO",117.5,-119.84985,38.18214
18915,395,"MNO",118.5,-119.84985,38.18214
18916,395,"MNO",119,-119.84985,38.18214
18917,395,"MNO",119,-119.84985,38.18214
18918,395,"MNO",119.5,-119.84985,38.18214
18919,395,"MNO",119.5,-119.84985,38.18214
18920,108,"MNO",11.5,-119.84985,38.18214
18921,108,"MNO",12.2,-119.84985,38.18214
18922,108,"MNO",13,-119.85058,38.18427
18923,108,"MNO",13.1,-119.85058,38.18427
18924,395,"MNO",87.5,-119.85058,38.18427
18925,395,"MNO",88,-119.85058,38.18427
18926,395,"MNO",88.5,-119.85058,38.18427
18927,395,"MNO",89.1,-119.85058,38.18427
18928,395,"MNO",90,-119.85058,38.18427
18929,395,"MNO",90,-119.85149,38.18635
18930,395,"MNO",90,-119.85149,38.18635
18931,395,"MNO",91,-119.85149,38.18635
18932,395,"MNO",91,-119.85149,38.18635
18933,395,"MNO",91.7,-119.85149,38.18635
18934,395,"MNO",92,-119.85369,38.19265
18935,395,"MNO",92,-119.85392,38.19482
18936,395,"MNO",92,-119.85392,38.19482
18937,395,"MNO",92,-119.85392,38.19482
18938,395,"MNO",92,-119.85392,38.19482
18939,395,"MNO",92,-119.8544,38.19698
18940,395,"MNO",92,-119.8544,38.19698
18941,395,"MNO",92.5,-119.85492,38.20124
18942,395,"MNO",93,-119.85492,38.20124
18943,395,"MNO",93,-119.85492,38.20124
18944,395,"MNO",93,-119.85492,38.20124
18945,395,"MNO",93,-119.85778,38.20913
18946,395,"MNO",93,-119.85817,38.20944
18947,395,"MNO",93,-119.85817,38.20944
18948,395,"MNO",93.5,-119.85817,38.20944
18949,395,"MNO",93.5,-119.85974,38.21123
18950,395,"MNO",93.5,-119.85974,38.21123
18951,395,"MNO",93.5,-119.85974,38.21123
18952,395,"MNO",94,-119.86209,38.21502
18953,395,"MNO",94,-119.86209,38.21502
18954,395,"MNO",94,-119.86209,38.21502
18955,395,"MNO",94,-119.86209,38.21502
18956,395,"MNO",94,-119.86209,38.21502
18957,395,"MNO",94,-119.86209,38.21502
18958,395,"MNO",94,-119.86209,38.21502
18959,395,"MNO",94,-119.86209,38.21502
18960,395,"MNO",94,-119.86254,38.21527
18961,395,"MNO",94.1,-119.86331,38.21683
18962,395,"MNO",94.1,-119.86331,38.21683
18963,395,"MNO",94.3,-119.86331,38.21683
18964,395,"MNO",94.3,-119.86308,38.21941
18965,395,"MNO",94.3,-119.8488,38.17927
18967,395,"MNO",94.5,-119.85058,38.18427
18968,395,"MNO",95,-119.52641,37.93621
18969,395,"MNO",95,-119.5303,37.94442
18970,395,"MNO",95,-119.5303,37.94442
18971,395,"MNO",95,-119.85058,38.18427
18973,395,"MNO",95,-119.85149,38.18635
18974,395,"MNO",95,-119.57465,37.86689
18975,395,"MNO",95,-119.85974,38.21123
18976,395,"MNO",95,-119.85974,38.21123
18977,395,"MNO",95,-119.86298,38.21898
18978,395,"MNO",95,-119.86298,38.21898
18979,395,"MNO",95.2,-119.85424,38.19913
18980,395,"MNO",95.5,-119.85492,38.20124
18981,395,"MNO",95.5,-119.85492,38.20124
18982,395,"MNO",95.5,-119.85424,38.19913
18983,395,"MNO",95.5,-119.85424,38.19913
18984,395,"MNO",95.5,-119.84985,38.18214
18986,395,"MNO",95.5,-119.85179,38.18849
18987,395,"MNO",95.5,-119.85179,38.18849
18988,395,"MNO",95.8,-119.84151,38.16882
18989,395,"MNO",96,-119.67054,37.9027
18990,395,"MNO",96,-119.83105,38.12302
18993,395,"MNO",96,-119.83144,38.11607
18994,395,"MNO",96,-119.83356,38.1681
18995,395,"MNO",96,-119.84832,38.17799
18996,395,"MNO",96,-119.85669,38.20716
18997,395,"MNO",96,-119.84817,38.17757
18998,395,"MNO",96,-119.84817,38.17757
18999,395,"MNO",96.5,-119.83649,38.15673
19000,395,"MNO",97,-119.85058,38.18427
19001,395,"MNO",102.5,-119.85058,38.18427
19002,395,"MNO",103,-119.8436,38.17017
19003,395,"MNO",103.7,-119.85149,38.18635
19004,395,"MNO",104,-119.85817,38.20944
19005,395,"MNO",104,-119.85591,38.2055
19006,395,"MNO",104,-119.86024,38.21244
19007,395,"MNO",105,-119.86024,38.21244
19008,395,"MNO",105,-119.85574,38.20333
19009,395,"MNO",105,-119.84985,38.18214
19010,395,"MNO",105,-119.85492,38.20124
19011,395,"MNO",105,-119.86298,38.21898
19012,395,"MNO",106,-119.86298,38.21898
19013,395,"MNO",106,-119.86298,38.21898
19014,395,"MNO",106,-119.86298,38.21898
19015,395,"MNO",106,-119.86299,38.21855
19016,395,"MNO",106,-119.8317,38.12516
19017,395,"MNO",106,-119.85149,38.18635
19018,395,"MNO",106,-119.85149,38.18635
19019,395,"MNO",108.5,-119.85492,38.20124
19020,395,"MNO",108.5,-119.85492,38.20124
19021,395,"MNO",108.5,-119.85492,38.20124
19022,395,"MNO",108.5,-119.85492,38.20124
19023,395,"MNO",108.5,-119.85275,38.19055
19024,395,"MNO",108.5,-119.85179,38.18849
19025,395,"MNO",108.5,-119.85179,38.18849
19026,395,"MNO",108.5,-119.8436,38.17017
19027,395,"MNO",109,-119.83105,38.12302
19028,395,"MNO",109,-119.8436,38.17017
19029,395,"MNO",109,-119.85275,38.19055
19030,395,"MNO",109,-119.83105,38.12302
19034,395,"MNO",109.8,-119.84985,38.18214
19035,395,"MNO",109.8,-119.6674,37.90258
19037,395,"MNO",110,-119.67333,37.90254
19038,395,"MNO",110,-119.60304,37.88246
19039,395,"MNO",110,-119.63145,37.88938
19041,395,"MNO",110,-119.82834,38.11684
19045,395,"MNO",110,-119.63581,37.89452
19046,395,"MNO",110,-119.6619,37.90179
19051,395,"MNO",111,-119.66944,37.90288
19052,395,"MNO",111,-119.83112,38.12084
19053,395,"MNO",111,-119.83105,38.12302
19055,395,"MNO",111,-119.63796,37.8958
19056,395,"MNO",111,-119.63744,37.89565
19057,395,"MNO",111,-119.63744,37.89565
19058,395,"MNO",111,-119.85574,38.20333
19059,395,"MNO",111,-119.83855,38.12046
19060,395,"MNO",111,-119.80571,38.11791
19061,395,"MNO",111,-119.83222,38.13971
19062,395,"MNO",111,-119.814,38.11829
19067,395,"MNO",111,-119.83118,38.1239
19071,395,"MNO",111,-119.83283,38.12715
19073,395,"MNO",111,-119.83118,38.1239
19074,395,"MNO",111,-119.83118,38.1239
19078,395,"MNO",111.5,-119.83261,38.11894
19086,395,"MNO",111.5,-119.82483,38.11961
19087,395,"MNO",111.5,-119.81943,38.11919
19088,395,"MNO",111.5,-119.83283,38.12715
19092,395,"MNO",111.5,-119.6674,37.90258
19095,395,"MNO",111.5,-119.43138,37.63136
19096,395,"MNO",111.5,-119.83261,38.11894
19097,395,"MNO",112,-119.83283,38.12715
19098,395,"MNO",112,-119.83283,38.12715
19103,395,"MNO",112,-119.83678,38.11885
19110,395,"MNO",112,-119.83372,38.11701
19111,395,"MNO",112,-119.82668,38.118
19112,395,"MNO",113.5,-119.49575,37.83055
19113,395,"MNO",114,-119.64009,37.89634
19114,395,"MNO",114,-119.83112,38.12084
19115,395,"MNO",114,-119.8436,38.17017
19116,395,"MNO",114,-119.83323,38.13767
19127,395,"MNO",114.5,-119.82877,38.11656
19129,395,"MNO",114.5,-119.58411,37.8753
19130,395,"MNO",115.5,-119.83171,38.12007
19139,395,"MNO",115.5,-119.82668,38.118
19141,395,"MNO",115.5,-119.82483,38.11961
19142,395,"MNO",115.5,-119.66411,37.90207
19146,395,"MNO",117.4,-119.8317,38.12516
19147,395,"MNO",117.5,-119.83388,38.14391
19150,395,"MNO",117.5,-119.83602,38.15221
19151,395,"MNO",117.5,-119.83621,38.16823
19154,395,"MNO",118,-119.79748,38.11756
19156,395,"MNO",118,-119.85424,38.19913
19158,395,"MNO",118,-119.86209,38.21502
19159,395,"MNO",119,-119.8352,38.14812
19160,395,"MNO",119,-119.83356,38.1681
19161,395,"MNO",119,-119.83654,38.15843
19162,395,"MNO",119,-119.84985,38.18214
19163,395,"MNO",119,-119.85149,38.18635
19164,395,"MNO",119,-119.85492,38.20124
19165,395,"MNO",119,-119.85555,38.20421
19166,395,"MNO",119,-119.86315,38.22029
19170,395,"MNO",119.1,-119.85974,38.21123
19171,395,"MNO",119.5,-119.81943,38.11919
19172,395,"MNO",119.5,-119.81943,38.11919
19173,395,"MNO",119.5,-119.8317,38.12516
19174,395,"MNO",120.1,-119.83105,38.12302
19175,395,"MNO",110.3,-119.81125,38.11815
19176,395,"MNO",82,-119.80848,38.11803
19177,395,"MNO",111.5,-119.81997,38.11929
19178,6,"MNO",20.5,-119.8317,38.12516
19179,6,"MNO",22.5,-119.83283,38.12715
19180,6,"MNO",22.5,-119.83895,38.16801
19181,395,"MNO",111.5,-119.83112,38.12084
19182,395,"MNO",81,-119.85974,38.21123
19183,395,"MNO",112,-119.81943,38.11919
19184,395,"MNO",5.1,-119.83112,38.12084
19185,395,"MNO",118,-119.83105,38.12302
19186,395,"MNO",118,-119.81125,38.11815
19187,395,"MNO",120,-119.80848,38.11803
19188,395,"MNO",120,-119.81997,38.11929
19189,395,"MNO",115,-119.8317,38.12516
19190,395,"MNO",115.5,-119.83283,38.12715
19191,395,"MNO",115.5,-119.83895,38.16801
19192,395,"MNO",115,-119.83112,38.12084
19193,395,"MNO",115,-119.83373,38.13553
19194,395,"MNO",111,-119.82668,38.118
19195,395,"MNO",75,-119.8317,38.12516
19196,395,"MNO",112.5,-119.83118,38.1239
19197,395,"MNO",112.5,-119.8317,38.12516
19198,395,"MNO",107.5,-119.83236,38.12587
19199,203,"MNO",8.2,-119.83388,38.14391
19200,395,"MNO",95,-119.83144,38.11607
19201,395,"MNO",41.5,-119.86209,38.21502
19202,395,"MNO",82,-119.86209,38.21502
19205,395,"MNO",93,-119.58579,37.87707
19206,395,"MNO",106,-119.58356,37.87405
19208,395,"MNO",110,-119.83621,38.16823
19210,395,"MNO",116.9,-119.79485,38.11691
19211,395,"MNO",109.9,-119.58538,37.87676
19212,395,"MNO",109.9,-119.8436,38.17017
19214,395,"MNO",103.1,-119.86331,38.21683
19215,395,"MNO",111.5,-119.56288,37.84565
19216,395,"MNO",111.5,-119.56245,37.84331
19217,395,"MNO",108,-119.84461,38.17216
19218,395,"MNO",112,-119.85436,38.1978
19219,395,"MNO",117.5,-119.84461,38.17216
19220,395,"MNO",116.5,-119.86298,38.21898
19221,395,"MNO",118.3,-119.5303,37.94442
19223,395,"MNO",118.3,-119.58072,37.8703
19224,395,"MNO",116,-119.83356,38.1681
19225,395,"MNO",111,-119.84985,38.18214
19226,395,"MNO",115.5,-119.67954,37.90435
19227,395,"MNO",120,-119.85275,38.19055
19229,395,"MNO",120,-119.66466,37.90215
19231,395,"MNO",120,-119.58919,37.87834
19236,395,"MNO",120,-119.814,38.11829
19237,395,"MNO",119.9,-119.83299,38.11636
19242,395,"MNO",95.5,-119.8544,38.19698
19243,395,"MNO",112,-119.8544,38.19698
19244,395,"MNO",112,-119.83855,38.12046
19246,395,"MNO",115.5,-119.83855,38.12046
19259,395,"MNO",115.5,-119.8317,38.12516
19260,395,"MNO",115.5,-119.67849,37.90404
19261,395,"MNO",115.5,-119.67849,37.90404
19262,395,"MNO",113,-119.67901,37.9042
19263,395,"MNO",112.5,-119.68886,37.90522
19264,395,"MNO",112.5,-119.63526,37.8937
19266,395,"MNO",108,-119.82668,38.118
19267,395,"MNO",95,-119.82668,38.118
19269,395,"MNO",108,-119.83372,38.11701
19273,395,"MNO",113,-119.8343,38.11805
19274,395,"MNO",95,-119.81943,38.11919
19279,395,"MNO",82,-119.63744,37.89565
19280,395,"MNO",82,-119.83261,38.11894
19282,395,"MNO",81.5,-119.83112,38.12084
19284,395,"MNO",111,-119.65177,37.89936
19285,395,"MNO",25.5,-119.81672,38.1187
19286,395,"MNO",81,-119.83372,38.11701
19288,203,"MNO",7.7,-119.68063,37.90457
19289,395,"MNO",11.9,-119.79585,38.1173
19294,395,"MNO",17.5,-119.60248,37.88248
19295,158,"MNO",14.3,-119.60248,37.88248
19296,395,"MNO",92.4,-119.56284,37.79155
19302,395,"MNO",40,-119.49427,37.83298
19304,395,"MNO",59.8,-119.67054,37.9027
19305,395,"MNO",74,-119.83144,38.11607
19312,395,"MNO",19.5,-119.81672,38.1187
19313,395,"MNO",24.5,-119.81672,38.1187
19314,395,"MNO",42,-119.82877,38.11656
19315,395,"MNO",41,-119.82877,38.11656
19316,395,"MNO",53,-119.83144,38.11607
19317,395,"MNO",54,-119.83283,38.12715
19318,203,"MNO",8.4,-119.83394,38.13336
19319,395,"MNO",94.5,-119.83394,38.13336
19320,395,"MNO",95,-119.83356,38.1681
19321,395,"MNO",35.5,-119.84006,38.12219
19322,395,"MNO",20,-119.84006,38.12219
19325,395,"MNO",19.9,-119.83372,38.11701
19326,395,"MNO",19.9,-119.83602,38.15221
19327,395,"MNO",116,-119.83602,38.15221
19328,108,"MNO",14,-119.85492,38.20124
19330,395,"MNO",88,-119.8544,38.19698
19331,395,"MNO",99,-119.84606,38.1745
19332,395,"MNO",89.5,-119.5592,37.79484
19333,395,"MNO",36,NA,NA
19335,395,"MNO",30.1,-119.55222,37.83172
19337,395,"MNO",28.5,-119.83453,38.16412
19338,395,"MNO",70.5,-119.83505,38.16206
19340,395,"MNO",95.2,-119.84461,38.17216
19341,395,"MNO",59.5,-119.84722,38.17599
